#Saved Data from the class odmr_logic on 02.12.2022 at 14h18m45s.
#
#Parameters:
#===========
#
#Microwave CW Power (dBm): -4.0000000000000000e+00
#Microwave Sweep Power (dBm): -2.0000000000000000e+00
#Run Time (s): 6.0000000000000000e+03
#Number of frequency sweeps (#): 40
#Start Frequency (Hz): 5.4768000000000000e+09
#Stop Frequency (Hz): 5.4784000000000000e+09
#Step size (Hz): 2.0000000000000000e+04
#Clock Frequency (Hz): 20
#Channel: 0: /Dev1/Ctr3
#
#Data:
#=====
#count data (counts/s)
1.040000e+03	7.000000e+02	1.040000e+03	1.060000e+03	1.180000e+03	8.600000e+02	9.800000e+02	8.800000e+02	8.800000e+02	1.060000e+03	1.160000e+03	1.020000e+03	8.400000e+02	1.200000e+03	1.040000e+03	6.200000e+02	9.200000e+02	9.600000e+02	1.080000e+03	1.020000e+03	1.320000e+03	8.800000e+02	1.000000e+03	8.800000e+02	1.020000e+03	8.800000e+02	1.300000e+03	1.220000e+03	1.160000e+03	1.080000e+03	1.100000e+03	1.000000e+03	9.800000e+02	8.800000e+02	1.020000e+03	6.800000e+02	7.200000e+02	1.100000e+03	7.800000e+02	9.200000e+02	8.800000e+02	9.800000e+02	8.000000e+02	7.800000e+02	1.180000e+03	1.020000e+03	1.160000e+03	8.400000e+02	7.200000e+02	8.200000e+02	7.800000e+02	7.000000e+02	9.800000e+02	7.400000e+02	5.800000e+02	9.400000e+02	8.800000e+02	7.400000e+02	8.600000e+02	1.060000e+03	7.400000e+02	8.400000e+02	8.600000e+02	9.400000e+02	8.800000e+02	8.800000e+02	1.240000e+03	1.000000e+03	6.800000e+02	8.800000e+02	8.600000e+02	1.240000e+03	8.800000e+02	1.020000e+03	1.060000e+03	1.300000e+03	1.020000e+03	8.000000e+02	9.400000e+02	8.600000e+02	1.000000e+03
8.200000e+02	9.000000e+02	1.000000e+03	9.000000e+02	1.260000e+03	9.600000e+02	1.120000e+03	1.200000e+03	8.400000e+02	9.200000e+02	7.200000e+02	8.400000e+02	9.200000e+02	9.200000e+02	1.080000e+03	1.300000e+03	8.200000e+02	1.200000e+03	9.800000e+02	8.200000e+02	8.600000e+02	1.100000e+03	1.360000e+03	9.200000e+02	9.000000e+02	8.800000e+02	1.000000e+03	9.800000e+02	8.200000e+02	7.800000e+02	1.020000e+03	9.600000e+02	1.040000e+03	1.100000e+03	8.200000e+02	9.600000e+02	1.080000e+03	1.060000e+03	1.080000e+03	8.200000e+02	1.020000e+03	8.600000e+02	7.800000e+02	8.000000e+02	7.400000e+02	5.600000e+02	6.600000e+02	8.600000e+02	6.600000e+02	7.000000e+02	1.020000e+03	1.020000e+03	6.200000e+02	9.800000e+02	1.020000e+03	7.600000e+02	9.000000e+02	1.000000e+03	9.600000e+02	1.080000e+03	1.080000e+03	9.400000e+02	9.000000e+02	1.140000e+03	8.000000e+02	1.020000e+03	8.800000e+02	9.800000e+02	8.800000e+02	1.240000e+03	8.000000e+02	8.800000e+02	7.600000e+02	1.100000e+03	1.080000e+03	1.220000e+03	1.060000e+03	9.000000e+02	7.800000e+02	9.200000e+02	9.200000e+02
1.240000e+03	6.600000e+02	9.800000e+02	1.160000e+03	1.400000e+03	9.400000e+02	1.340000e+03	7.800000e+02	1.060000e+03	1.260000e+03	8.600000e+02	1.320000e+03	1.140000e+03	1.180000e+03	8.400000e+02	9.400000e+02	1.080000e+03	1.280000e+03	1.100000e+03	8.200000e+02	8.000000e+02	1.380000e+03	9.000000e+02	1.160000e+03	1.340000e+03	1.000000e+03	1.180000e+03	1.120000e+03	1.280000e+03	9.000000e+02	9.200000e+02	1.120000e+03	9.000000e+02	1.160000e+03	1.020000e+03	1.080000e+03	9.800000e+02	1.340000e+03	9.400000e+02	8.600000e+02	1.160000e+03	8.800000e+02	9.200000e+02	9.600000e+02	1.040000e+03	1.200000e+03	1.060000e+03	1.000000e+03	9.800000e+02	1.160000e+03	9.800000e+02	8.000000e+02	1.080000e+03	6.600000e+02	8.600000e+02	9.800000e+02	1.160000e+03	8.200000e+02	9.800000e+02	9.400000e+02	8.400000e+02	1.100000e+03	1.000000e+03	8.400000e+02	8.400000e+02	1.320000e+03	1.000000e+03	1.340000e+03	1.200000e+03	8.600000e+02	1.120000e+03	1.080000e+03	1.000000e+03	1.380000e+03	1.200000e+03	9.600000e+02	1.000000e+03	9.400000e+02	7.800000e+02	1.020000e+03	1.080000e+03
1.400000e+03	1.520000e+03	1.040000e+03	1.140000e+03	1.280000e+03	1.200000e+03	1.080000e+03	9.800000e+02	1.120000e+03	1.080000e+03	1.280000e+03	1.380000e+03	1.260000e+03	1.060000e+03	1.300000e+03	1.180000e+03	8.200000e+02	1.240000e+03	9.400000e+02	1.020000e+03	1.040000e+03	1.200000e+03	1.080000e+03	8.400000e+02	1.140000e+03	1.140000e+03	1.140000e+03	9.200000e+02	1.080000e+03	1.060000e+03	8.600000e+02	1.520000e+03	1.180000e+03	8.200000e+02	1.340000e+03	9.600000e+02	1.220000e+03	1.040000e+03	1.160000e+03	1.300000e+03	9.800000e+02	8.800000e+02	9.600000e+02	1.220000e+03	1.120000e+03	1.140000e+03	1.220000e+03	1.060000e+03	9.800000e+02	1.020000e+03	1.220000e+03	1.020000e+03	8.000000e+02	1.180000e+03	8.800000e+02	1.020000e+03	1.140000e+03	1.220000e+03	1.040000e+03	8.000000e+02	1.080000e+03	1.180000e+03	1.200000e+03	1.460000e+03	1.120000e+03	1.040000e+03	1.020000e+03	1.060000e+03	9.400000e+02	9.000000e+02	9.600000e+02	1.360000e+03	1.220000e+03	1.120000e+03	1.120000e+03	9.800000e+02	1.180000e+03	1.180000e+03	9.600000e+02	8.200000e+02	1.280000e+03
1.280000e+03	1.100000e+03	1.020000e+03	1.240000e+03	1.140000e+03	1.040000e+03	1.220000e+03	9.400000e+02	9.400000e+02	9.800000e+02	1.140000e+03	1.300000e+03	1.080000e+03	1.140000e+03	1.200000e+03	1.000000e+03	1.220000e+03	1.200000e+03	1.220000e+03	1.400000e+03	1.080000e+03	9.800000e+02	9.200000e+02	1.060000e+03	1.040000e+03	1.120000e+03	1.420000e+03	1.040000e+03	1.240000e+03	1.100000e+03	1.220000e+03	1.480000e+03	1.380000e+03	1.560000e+03	1.100000e+03	1.280000e+03	1.020000e+03	1.340000e+03	1.160000e+03	1.040000e+03	1.120000e+03	1.620000e+03	1.180000e+03	9.800000e+02	1.300000e+03	1.300000e+03	1.040000e+03	9.000000e+02	1.240000e+03	9.400000e+02	1.020000e+03	7.000000e+02	8.800000e+02	1.240000e+03	7.800000e+02	1.080000e+03	9.000000e+02	1.080000e+03	1.060000e+03	1.020000e+03	1.080000e+03	1.200000e+03	1.100000e+03	1.260000e+03	1.340000e+03	1.300000e+03	9.200000e+02	9.600000e+02	1.440000e+03	1.360000e+03	1.020000e+03	1.220000e+03	1.180000e+03	1.340000e+03	1.400000e+03	9.200000e+02	1.320000e+03	1.340000e+03	1.020000e+03	1.260000e+03	1.020000e+03
9.200000e+02	7.000000e+02	1.020000e+03	8.800000e+02	1.120000e+03	1.060000e+03	1.320000e+03	1.060000e+03	1.100000e+03	1.000000e+03	1.120000e+03	1.140000e+03	1.040000e+03	1.220000e+03	8.400000e+02	9.600000e+02	1.180000e+03	1.040000e+03	9.400000e+02	8.200000e+02	1.280000e+03	1.000000e+03	1.080000e+03	1.060000e+03	1.080000e+03	9.200000e+02	1.020000e+03	9.400000e+02	7.600000e+02	1.200000e+03	1.000000e+03	1.200000e+03	1.160000e+03	1.500000e+03	1.000000e+03	1.000000e+03	1.040000e+03	1.480000e+03	8.400000e+02	1.200000e+03	1.020000e+03	1.080000e+03	1.280000e+03	1.140000e+03	1.040000e+03	8.600000e+02	1.140000e+03	1.080000e+03	1.080000e+03	1.000000e+03	1.140000e+03	1.040000e+03	1.120000e+03	9.200000e+02	1.060000e+03	1.100000e+03	1.140000e+03	8.800000e+02	1.280000e+03	1.280000e+03	9.400000e+02	8.600000e+02	9.200000e+02	8.600000e+02	1.100000e+03	1.240000e+03	1.160000e+03	1.100000e+03	7.000000e+02	1.160000e+03	9.200000e+02	1.160000e+03	1.020000e+03	1.120000e+03	1.380000e+03	9.800000e+02	1.180000e+03	1.160000e+03	1.000000e+03	1.040000e+03	1.000000e+03
8.200000e+02	1.080000e+03	1.040000e+03	8.200000e+02	9.800000e+02	1.080000e+03	1.040000e+03	9.400000e+02	1.220000e+03	9.600000e+02	8.800000e+02	1.180000e+03	1.220000e+03	1.000000e+03	1.260000e+03	9.800000e+02	1.040000e+03	1.340000e+03	1.280000e+03	1.380000e+03	1.320000e+03	1.700000e+03	1.280000e+03	1.260000e+03	1.440000e+03	9.800000e+02	1.020000e+03	1.100000e+03	9.000000e+02	1.220000e+03	1.120000e+03	9.200000e+02	1.040000e+03	8.800000e+02	1.040000e+03	1.080000e+03	1.040000e+03	1.220000e+03	1.340000e+03	9.800000e+02	1.140000e+03	1.180000e+03	9.800000e+02	1.000000e+03	1.080000e+03	7.400000e+02	1.100000e+03	1.080000e+03	9.400000e+02	1.040000e+03	1.120000e+03	9.600000e+02	8.800000e+02	9.000000e+02	1.180000e+03	9.600000e+02	1.180000e+03	9.000000e+02	1.080000e+03	1.080000e+03	9.600000e+02	1.060000e+03	9.400000e+02	9.600000e+02	9.600000e+02	1.140000e+03	1.160000e+03	9.200000e+02	1.080000e+03	1.120000e+03	1.200000e+03	1.220000e+03	1.000000e+03	9.800000e+02	1.140000e+03	1.480000e+03	1.260000e+03	1.300000e+03	1.360000e+03	9.800000e+02	1.320000e+03
9.800000e+02	1.100000e+03	1.240000e+03	1.200000e+03	1.300000e+03	9.400000e+02	9.400000e+02	9.400000e+02	1.140000e+03	1.200000e+03	1.080000e+03	7.800000e+02	1.100000e+03	8.400000e+02	7.000000e+02	8.400000e+02	1.020000e+03	8.600000e+02	9.200000e+02	7.400000e+02	8.400000e+02	8.800000e+02	8.200000e+02	1.000000e+03	9.600000e+02	6.400000e+02	9.400000e+02	1.040000e+03	1.000000e+03	8.600000e+02	8.800000e+02	7.400000e+02	1.040000e+03	9.400000e+02	9.800000e+02	9.200000e+02	7.000000e+02	9.000000e+02	1.140000e+03	1.120000e+03	6.600000e+02	7.800000e+02	9.800000e+02	8.800000e+02	1.040000e+03	1.100000e+03	8.800000e+02	9.600000e+02	8.000000e+02	9.200000e+02	8.800000e+02	8.000000e+02	1.060000e+03	7.600000e+02	9.800000e+02	1.020000e+03	9.400000e+02	8.400000e+02	7.800000e+02	1.060000e+03	9.400000e+02	1.100000e+03	8.400000e+02	9.000000e+02	8.800000e+02	1.140000e+03	1.100000e+03	9.800000e+02	1.000000e+03	8.800000e+02	1.080000e+03	1.220000e+03	1.040000e+03	1.060000e+03	9.600000e+02	1.020000e+03	8.200000e+02	1.080000e+03	1.200000e+03	9.800000e+02	6.600000e+02
1.220000e+03	1.040000e+03	1.340000e+03	1.080000e+03	1.360000e+03	1.180000e+03	1.320000e+03	8.000000e+02	1.120000e+03	1.000000e+03	1.120000e+03	1.060000e+03	9.800000e+02	9.000000e+02	1.140000e+03	1.580000e+03	1.040000e+03	9.400000e+02	1.180000e+03	1.060000e+03	1.040000e+03	1.400000e+03	1.160000e+03	9.600000e+02	9.600000e+02	1.300000e+03	1.180000e+03	1.020000e+03	1.180000e+03	8.800000e+02	8.800000e+02	1.080000e+03	1.140000e+03	1.160000e+03	8.600000e+02	8.600000e+02	1.160000e+03	1.040000e+03	1.320000e+03	1.320000e+03	1.120000e+03	8.800000e+02	8.200000e+02	1.160000e+03	8.200000e+02	8.000000e+02	1.060000e+03	8.000000e+02	7.800000e+02	9.800000e+02	8.000000e+02	1.080000e+03	9.600000e+02	9.800000e+02	8.200000e+02	1.100000e+03	8.000000e+02	9.400000e+02	1.040000e+03	9.000000e+02	1.180000e+03	1.120000e+03	9.600000e+02	1.140000e+03	1.000000e+03	1.120000e+03	1.120000e+03	7.200000e+02	7.600000e+02	9.400000e+02	6.600000e+02	8.600000e+02	9.600000e+02	8.000000e+02	1.000000e+03	7.600000e+02	8.400000e+02	1.060000e+03	7.200000e+02	1.020000e+03	9.400000e+02
9.400000e+02	1.060000e+03	1.000000e+03	1.180000e+03	1.080000e+03	1.060000e+03	8.000000e+02	7.200000e+02	9.200000e+02	1.180000e+03	7.600000e+02	1.060000e+03	1.260000e+03	1.020000e+03	9.800000e+02	8.600000e+02	1.260000e+03	1.100000e+03	1.100000e+03	1.220000e+03	1.360000e+03	1.180000e+03	1.200000e+03	1.180000e+03	1.180000e+03	1.120000e+03	9.200000e+02	1.000000e+03	1.080000e+03	1.060000e+03	1.320000e+03	1.180000e+03	9.000000e+02	1.220000e+03	1.020000e+03	1.080000e+03	7.200000e+02	1.200000e+03	1.280000e+03	1.040000e+03	1.240000e+03	1.080000e+03	9.800000e+02	1.240000e+03	1.180000e+03	1.220000e+03	1.020000e+03	1.080000e+03	1.000000e+03	8.400000e+02	8.800000e+02	1.080000e+03	9.600000e+02	8.000000e+02	9.000000e+02	1.060000e+03	1.220000e+03	1.040000e+03	1.080000e+03	1.380000e+03	1.280000e+03	9.600000e+02	1.000000e+03	1.360000e+03	1.100000e+03	1.140000e+03	1.180000e+03	8.400000e+02	1.080000e+03	1.240000e+03	1.180000e+03	1.140000e+03	9.800000e+02	9.000000e+02	8.800000e+02	1.260000e+03	8.200000e+02	1.280000e+03	1.120000e+03	1.140000e+03	1.200000e+03
1.300000e+03	1.160000e+03	1.440000e+03	1.140000e+03	1.120000e+03	1.160000e+03	1.120000e+03	1.260000e+03	1.300000e+03	1.340000e+03	1.280000e+03	1.280000e+03	1.460000e+03	9.000000e+02	1.400000e+03	1.400000e+03	1.280000e+03	1.220000e+03	9.600000e+02	1.140000e+03	1.300000e+03	1.440000e+03	1.060000e+03	1.000000e+03	1.320000e+03	1.160000e+03	1.040000e+03	1.520000e+03	9.400000e+02	1.240000e+03	1.160000e+03	1.020000e+03	1.120000e+03	1.000000e+03	1.220000e+03	1.000000e+03	1.220000e+03	1.180000e+03	1.160000e+03	1.120000e+03	1.080000e+03	1.020000e+03	9.400000e+02	1.040000e+03	1.020000e+03	1.080000e+03	1.040000e+03	8.800000e+02	7.600000e+02	9.800000e+02	9.200000e+02	8.800000e+02	1.040000e+03	1.380000e+03	1.120000e+03	1.420000e+03	1.340000e+03	1.160000e+03	9.000000e+02	1.080000e+03	1.200000e+03	9.600000e+02	1.300000e+03	1.240000e+03	1.400000e+03	1.260000e+03	1.200000e+03	1.140000e+03	7.800000e+02	1.060000e+03	1.020000e+03	9.800000e+02	1.060000e+03	1.060000e+03	7.400000e+02	1.100000e+03	1.080000e+03	1.140000e+03	1.320000e+03	8.200000e+02	1.000000e+03
1.580000e+03	1.020000e+03	8.800000e+02	1.200000e+03	7.800000e+02	1.020000e+03	1.060000e+03	9.000000e+02	1.080000e+03	9.600000e+02	1.120000e+03	7.400000e+02	9.600000e+02	1.180000e+03	1.400000e+03	1.380000e+03	1.000000e+03	1.060000e+03	1.240000e+03	1.180000e+03	9.400000e+02	9.000000e+02	1.240000e+03	1.120000e+03	1.180000e+03	1.240000e+03	9.800000e+02	1.040000e+03	1.000000e+03	1.020000e+03	1.220000e+03	1.240000e+03	1.260000e+03	1.240000e+03	9.400000e+02	1.340000e+03	1.220000e+03	1.400000e+03	1.200000e+03	1.140000e+03	1.020000e+03	1.060000e+03	8.000000e+02	7.400000e+02	1.040000e+03	9.400000e+02	1.260000e+03	1.320000e+03	1.240000e+03	8.800000e+02	1.240000e+03	9.000000e+02	1.720000e+03	1.080000e+03	1.040000e+03	1.060000e+03	7.800000e+02	1.460000e+03	8.600000e+02	1.200000e+03	1.120000e+03	1.380000e+03	9.800000e+02	1.080000e+03	1.420000e+03	1.000000e+03	1.140000e+03	8.000000e+02	1.080000e+03	1.220000e+03	9.600000e+02	9.800000e+02	1.080000e+03	1.160000e+03	1.200000e+03	1.060000e+03	1.320000e+03	1.240000e+03	1.320000e+03	9.000000e+02	1.220000e+03
1.120000e+03	1.120000e+03	9.800000e+02	1.100000e+03	9.000000e+02	1.160000e+03	9.000000e+02	1.100000e+03	9.600000e+02	1.200000e+03	7.800000e+02	1.160000e+03	1.140000e+03	1.300000e+03	9.200000e+02	9.600000e+02	1.100000e+03	9.000000e+02	1.300000e+03	9.600000e+02	7.600000e+02	9.600000e+02	8.800000e+02	1.020000e+03	1.000000e+03	1.060000e+03	1.220000e+03	1.100000e+03	1.260000e+03	1.300000e+03	1.220000e+03	7.200000e+02	1.140000e+03	1.160000e+03	1.000000e+03	8.600000e+02	1.180000e+03	1.300000e+03	1.080000e+03	8.000000e+02	9.800000e+02	8.600000e+02	1.040000e+03	1.120000e+03	1.400000e+03	1.080000e+03	8.000000e+02	9.800000e+02	8.000000e+02	1.040000e+03	1.100000e+03	1.100000e+03	1.120000e+03	1.140000e+03	1.120000e+03	8.000000e+02	1.120000e+03	1.040000e+03	1.220000e+03	1.020000e+03	1.220000e+03	7.400000e+02	1.160000e+03	1.220000e+03	9.600000e+02	1.200000e+03	9.000000e+02	1.020000e+03	1.400000e+03	1.040000e+03	8.800000e+02	1.340000e+03	1.100000e+03	9.200000e+02	9.600000e+02	1.000000e+03	9.200000e+02	1.060000e+03	1.200000e+03	1.000000e+03	1.080000e+03
1.180000e+03	1.360000e+03	1.100000e+03	1.000000e+03	1.220000e+03	1.260000e+03	9.000000e+02	1.080000e+03	1.120000e+03	9.000000e+02	7.800000e+02	1.160000e+03	1.080000e+03	1.260000e+03	1.240000e+03	1.240000e+03	1.000000e+03	1.100000e+03	1.180000e+03	1.000000e+03	9.000000e+02	1.120000e+03	1.020000e+03	1.020000e+03	1.640000e+03	1.060000e+03	1.160000e+03	9.600000e+02	1.060000e+03	1.380000e+03	9.000000e+02	1.000000e+03	1.000000e+03	1.120000e+03	1.120000e+03	9.600000e+02	1.320000e+03	1.180000e+03	1.140000e+03	7.400000e+02	9.400000e+02	1.060000e+03	1.180000e+03	8.600000e+02	8.200000e+02	1.160000e+03	9.400000e+02	1.140000e+03	1.280000e+03	1.180000e+03	9.400000e+02	1.240000e+03	1.300000e+03	1.080000e+03	1.000000e+03	1.060000e+03	1.440000e+03	1.340000e+03	1.100000e+03	9.200000e+02	1.060000e+03	1.240000e+03	1.360000e+03	1.180000e+03	1.080000e+03	9.600000e+02	1.120000e+03	1.260000e+03	8.400000e+02	1.060000e+03	1.280000e+03	1.420000e+03	1.100000e+03	1.160000e+03	1.220000e+03	1.140000e+03	6.800000e+02	1.120000e+03	1.240000e+03	8.400000e+02	1.100000e+03
1.040000e+03	1.000000e+03	1.100000e+03	1.080000e+03	1.240000e+03	1.100000e+03	1.200000e+03	9.400000e+02	9.400000e+02	1.140000e+03	1.220000e+03	1.160000e+03	1.240000e+03	1.260000e+03	1.100000e+03	1.080000e+03	1.280000e+03	1.200000e+03	9.400000e+02	1.080000e+03	9.200000e+02	1.340000e+03	1.140000e+03	9.400000e+02	1.100000e+03	1.220000e+03	1.080000e+03	1.000000e+03	1.000000e+03	1.140000e+03	1.320000e+03	1.020000e+03	9.400000e+02	7.800000e+02	1.120000e+03	1.180000e+03	6.400000e+02	7.600000e+02	9.000000e+02	1.180000e+03	8.200000e+02	1.160000e+03	9.200000e+02	7.800000e+02	1.020000e+03	9.400000e+02	1.000000e+03	8.600000e+02	1.360000e+03	9.600000e+02	9.600000e+02	9.000000e+02	8.800000e+02	1.260000e+03	1.180000e+03	1.280000e+03	9.600000e+02	7.400000e+02	1.400000e+03	8.800000e+02	9.000000e+02	1.180000e+03	1.000000e+03	1.260000e+03	1.320000e+03	1.140000e+03	8.200000e+02	1.080000e+03	9.800000e+02	9.000000e+02	1.120000e+03	9.800000e+02	1.020000e+03	1.020000e+03	7.000000e+02	9.000000e+02	1.000000e+03	1.200000e+03	6.800000e+02	1.200000e+03	9.000000e+02
1.260000e+03	9.800000e+02	8.200000e+02	1.040000e+03	1.400000e+03	1.000000e+03	1.140000e+03	1.080000e+03	9.400000e+02	1.000000e+03	9.000000e+02	9.600000e+02	8.800000e+02	9.600000e+02	1.280000e+03	8.600000e+02	1.060000e+03	1.120000e+03	8.600000e+02	1.220000e+03	8.600000e+02	1.000000e+03	9.400000e+02	1.260000e+03	1.000000e+03	1.180000e+03	1.080000e+03	9.600000e+02	9.600000e+02	7.800000e+02	1.120000e+03	1.220000e+03	1.360000e+03	1.080000e+03	1.040000e+03	8.600000e+02	1.000000e+03	8.800000e+02	8.600000e+02	1.000000e+03	9.400000e+02	1.260000e+03	1.000000e+03	8.200000e+02	8.800000e+02	1.580000e+03	1.460000e+03	1.000000e+03	1.040000e+03	8.600000e+02	9.600000e+02	1.160000e+03	1.080000e+03	1.280000e+03	1.240000e+03	1.080000e+03	1.040000e+03	1.000000e+03	9.800000e+02	1.040000e+03	1.100000e+03	8.200000e+02	9.800000e+02	8.600000e+02	9.200000e+02	9.800000e+02	9.600000e+02	9.600000e+02	8.200000e+02	9.000000e+02	9.200000e+02	1.160000e+03	1.060000e+03	1.040000e+03	9.800000e+02	1.020000e+03	8.400000e+02	1.120000e+03	7.400000e+02	9.400000e+02	7.800000e+02
1.040000e+03	1.120000e+03	1.060000e+03	1.160000e+03	1.040000e+03	9.400000e+02	9.600000e+02	1.120000e+03	1.280000e+03	1.300000e+03	1.320000e+03	1.020000e+03	1.220000e+03	1.080000e+03	9.400000e+02	1.380000e+03	1.100000e+03	1.280000e+03	1.200000e+03	1.020000e+03	9.400000e+02	1.280000e+03	1.380000e+03	1.320000e+03	1.300000e+03	1.040000e+03	1.080000e+03	1.060000e+03	9.800000e+02	1.240000e+03	1.060000e+03	8.400000e+02	9.400000e+02	8.800000e+02	1.480000e+03	1.020000e+03	1.020000e+03	1.000000e+03	9.200000e+02	1.120000e+03	1.340000e+03	1.260000e+03	8.400000e+02	1.060000e+03	1.180000e+03	1.120000e+03	1.120000e+03	1.300000e+03	1.240000e+03	1.220000e+03	1.200000e+03	1.140000e+03	1.120000e+03	1.020000e+03	1.340000e+03	1.140000e+03	9.800000e+02	1.200000e+03	8.000000e+02	1.140000e+03	9.200000e+02	1.200000e+03	1.160000e+03	1.000000e+03	1.060000e+03	1.300000e+03	1.120000e+03	1.120000e+03	8.600000e+02	1.220000e+03	1.260000e+03	1.180000e+03	1.340000e+03	1.160000e+03	1.020000e+03	1.120000e+03	1.360000e+03	1.340000e+03	9.800000e+02	1.220000e+03	9.400000e+02
1.400000e+03	1.220000e+03	1.000000e+03	1.560000e+03	1.380000e+03	1.380000e+03	1.100000e+03	1.020000e+03	1.100000e+03	1.040000e+03	1.540000e+03	1.200000e+03	1.020000e+03	1.440000e+03	1.200000e+03	1.060000e+03	1.060000e+03	1.100000e+03	1.200000e+03	1.060000e+03	1.040000e+03	1.280000e+03	9.800000e+02	1.260000e+03	1.040000e+03	1.240000e+03	1.160000e+03	8.000000e+02	1.220000e+03	1.220000e+03	1.120000e+03	9.200000e+02	1.040000e+03	1.300000e+03	1.260000e+03	1.140000e+03	1.280000e+03	1.100000e+03	1.300000e+03	1.140000e+03	9.000000e+02	1.300000e+03	9.800000e+02	1.080000e+03	1.220000e+03	8.600000e+02	1.120000e+03	1.020000e+03	8.400000e+02	1.260000e+03	1.000000e+03	1.440000e+03	1.020000e+03	1.120000e+03	1.240000e+03	8.600000e+02	1.040000e+03	9.000000e+02	1.180000e+03	1.080000e+03	1.540000e+03	1.320000e+03	1.040000e+03	1.060000e+03	1.340000e+03	9.800000e+02	1.500000e+03	1.360000e+03	1.260000e+03	1.580000e+03	1.180000e+03	1.280000e+03	1.020000e+03	1.120000e+03	1.220000e+03	1.220000e+03	1.100000e+03	1.080000e+03	1.080000e+03	1.140000e+03	9.200000e+02
1.140000e+03	1.540000e+03	1.360000e+03	1.300000e+03	1.360000e+03	1.660000e+03	1.080000e+03	8.800000e+02	1.040000e+03	1.160000e+03	1.520000e+03	1.100000e+03	8.800000e+02	1.320000e+03	1.240000e+03	1.340000e+03	1.000000e+03	1.140000e+03	1.100000e+03	8.600000e+02	1.040000e+03	1.300000e+03	1.360000e+03	1.280000e+03	1.540000e+03	1.260000e+03	1.020000e+03	1.260000e+03	1.360000e+03	1.020000e+03	1.040000e+03	1.000000e+03	1.500000e+03	1.100000e+03	1.440000e+03	1.180000e+03	1.540000e+03	1.220000e+03	1.060000e+03	9.000000e+02	1.120000e+03	1.060000e+03	1.180000e+03	1.160000e+03	9.200000e+02	1.080000e+03	8.800000e+02	1.120000e+03	1.160000e+03	8.200000e+02	1.100000e+03	1.140000e+03	9.600000e+02	1.020000e+03	1.200000e+03	1.200000e+03	1.360000e+03	1.120000e+03	1.160000e+03	1.080000e+03	1.040000e+03	1.320000e+03	1.320000e+03	8.400000e+02	1.260000e+03	1.080000e+03	1.240000e+03	1.000000e+03	1.240000e+03	1.600000e+03	1.320000e+03	1.240000e+03	1.040000e+03	1.220000e+03	1.260000e+03	1.020000e+03	9.800000e+02	1.240000e+03	9.800000e+02	1.380000e+03	1.040000e+03
1.180000e+03	1.220000e+03	1.260000e+03	1.280000e+03	9.800000e+02	1.260000e+03	1.240000e+03	1.200000e+03	1.400000e+03	9.800000e+02	1.180000e+03	1.140000e+03	1.160000e+03	1.280000e+03	1.120000e+03	1.400000e+03	1.420000e+03	9.400000e+02	1.220000e+03	1.100000e+03	1.400000e+03	1.460000e+03	1.400000e+03	1.240000e+03	1.220000e+03	1.200000e+03	8.600000e+02	1.320000e+03	1.160000e+03	1.040000e+03	1.200000e+03	1.260000e+03	1.100000e+03	1.260000e+03	1.180000e+03	1.060000e+03	1.140000e+03	1.120000e+03	1.040000e+03	1.100000e+03	9.600000e+02	1.000000e+03	1.060000e+03	1.300000e+03	1.060000e+03	1.120000e+03	1.180000e+03	8.400000e+02	1.060000e+03	7.800000e+02	1.180000e+03	1.120000e+03	8.800000e+02	9.800000e+02	1.160000e+03	1.040000e+03	1.040000e+03	1.080000e+03	1.140000e+03	1.000000e+03	9.400000e+02	1.260000e+03	9.800000e+02	1.140000e+03	1.080000e+03	7.400000e+02	9.600000e+02	8.800000e+02	8.200000e+02	1.000000e+03	1.220000e+03	1.100000e+03	1.440000e+03	1.380000e+03	1.200000e+03	7.800000e+02	1.440000e+03	1.260000e+03	9.800000e+02	9.800000e+02	1.080000e+03
